시작에들어가	*시작에들어가/VV
뽀송뽀송	*뽀송뽀송/MAG
뾰족뾰족	*뾰족뾰족/MAG
삐걱삐걱	*삐걱삐걱/MAG
삐딱삐딱	*삐딱삐딱/MAG
삐뚤빼뚤	*삐뚤빼뚤/MAG
삐뚤삐뚤	*삐뚤삐뚤/MAG
삐악삐악	*삐악삐악/MAG
삐죽삐죽	*삐죽삐죽/MAG
삥그르르	*삥그르르/MAG
사각사각	*사각사각/MAG
사고무친	*사고무친/NNG
사락사락	*사락사락/MAG
사람대접	*사람대접/NNG
사람잡이	*사람잡이/NNG
사랑놀이	*사랑놀이/NNG
사륵사륵	*사륵사륵/MAG
사분사분	*사분사분/MAG
사분오열	*사분오열/NNG
사뿐사뿐	*사뿐사뿐/MAG
사생결단	*사생결단/NNG
사생취의	*사생취의/NNG
사세부득	*사세부득/NNG
사실무근	*사실무근/NNG
사악사악	*사악사악/MAG
사은숙배	*사은숙배/NNG
사정사정	*사정사정/NNG
사탕발림	*사탕발림/NNG
사통팔달	*사통팔달/NNG
사푼사푼	*사푼사푼/MAG
사필귀정	*사필귀정/NNG
삯바느질	*삯바느질/NNG
산대놀이	*산대놀이/NNG
산들산들	*산들산들/MAG
산뜩산뜩	*산뜩산뜩/MAG
산자수명	*산자수명/NNG
살랑살랑	*살랑살랑/MAG
살래살래	*살래살래/MAG
살레살레	*살레살레/MAG
살림살이	*살림살이/NNG
살신성인	*살신성인/NNG
삼베길쌈	*삼베길쌈/NNG
상긋방긋	*상긋방긋/MAG
상문풀이	*상문풀이/NNG
상봉하솔	*상봉하솔/NNG
상부상조	*상부상조/NNG
새근새근	*새근새근/MAG
새들새들	*새들새들/MAG
새벽동자	*새벽동자/NNG
생게망게	*생게망게/MAG
생계유지	*생계유지/NNG
생글생글	*생글생글/MAG
생긋방긋	*생긋방긋/MAG
생생화육	*생생화육/NNG
생이지지	*생이지지/NNG
생일잔치	*생일잔치/NNG
서걱서걱	*서걱서걱/MAG
서글서글	*서글서글/MAG
서성서성	*서성서성/MAG
서슴서슴	*서슴서슴/MAG
선득선득	*선득선득/MAG
선뜩선뜩	*선뜩선뜩/MAG
선뜻선뜻	*선뜻선뜻/MAG
선제공격	*선제공격/NNG
선제타격	*선제타격/NNG
설렁설렁	*설렁설렁/MAG
설레설레	*설레설레/MAG
설왕설래	*설왕설래/NNG
섬벅섬벅	*섬벅섬벅/MAG
성냥팔이	*성냥팔이/NNG
성주받이	*성주받이/NNG
성주풀이	*성주풀이/NNP
세간살이	*세간살이/NNG
세로쓰기	*세로쓰기/NNG
셋방살이	*셋방살이/NNG
소곤소곤	*소곤소곤/MAG
소금구이	*소금구이/NNG
소금절이	*소금절이/NNG
소꿉놀이	*소꿉놀이/NNG
소꿉장난	*소꿉장난/NNG
소록소록	*소록소록/MAG
소매치기	*소매치기/NNG
소복단장	*소복단장/NNG
소복소복	*소복소복/MAG
소탐대실	*소탐대실/NNG
속닥속닥	*속닥속닥/MAG
속도위반	*속도위반/NNG
속전속결	*속전속결/NNG
손님맞이	*손님맞이/NNG
손바느질	*손바느질/NNG
솔선수범	*솔선수범/NNG
송골송골	*송골송골/MAG
송구영신	*송구영신/NNG
송당송당	*송당송당/MAG
송알송알	*송알송알/MAG
수군수군	*수군수군/MAG
수런수런	*수런수런/MAG
수렴청정	*수렴청정/NNG
수리수리	*수리수리/MAG
수미일관	*수미일관/NNG
수북수북	*수북수북/MAG
수선수선	*수선수선/MAG
수수방관	*수수방관/NNG
수신제가	*수신제가/NNG
순회공연	*순회공연/NNG
술래잡기	*술래잡기/NNG
술렁술렁	*술렁술렁/MAG
숨바꼭질	*숨바꼭질/NNG
숫자풀이	*숫자풀이/NNG
숭굴숭굴	*숭굴숭굴/MAG
숭덩숭덩	*숭덩숭덩/MAG
숭얼숭얼	*숭얼숭얼/MAG
쉬엄쉬엄	*쉬엄쉬엄/MAG
스륵스륵	*스륵스륵/MAG
스멀스멀	*스멀스멀/MAG
스적스적	*스적스적/MAG
스카우트	*스카우트/NNG
스케이팅	*스케이팅/NNG
스케일링	*스케일링/NNG
스파이크	*스파이크/NNG
슬근슬근	*슬근슬근/MAG
슬라이딩	*슬라이딩/NNG
승승장구	*승승장구/NNG
시기적절	*시기적절/NNG
시끌벅적	*시끌벅적/MAG
시끌시끌	*시끌시끌/MAG
시난고난	*시난고난/MAG
시득시득	*시득시득/MAG
시들부들	*시들부들/MAG
시들시들	*시들시들/MAG
시시비비	*시시비비/NNG
시시콜콜	*시시콜콜/MAG
시원시원	*시원시원/MAG
시의적절	*시의적절/NNG
시종여일	*시종여일/NNG
시종일관	*시종일관/NNG
시집살이	*시집살이/NNG
식모살이	*식모살이/NNG
신문팔이	*신문팔이/NNG
신선놀음	*신선놀음/NNG
신세타령	*신세타령/NNG
신신당부	*신신당부/NNG
신장개업	*신장개업/NNG
신접살림	*신접살림/NNG
신체검사	*신체검사/NNG
신출귀몰	*신출귀몰/NNG
실룩실룩	*실룩실룩/MAG
실천궁행	*실천궁행/NNG
심기일전	*심기일전/NNG
심사숙고	*심사숙고/NNG
심심파적	*심심파적/NNG
심심풀이	*심심풀이/NNG
싱글벙글	*싱글벙글/MAG
싱글싱글	*싱글싱글/MAG
싱긋싱긋	*싱긋싱긋/MAG
싱숭생숭	*싱숭생숭/MAG
싸움박질	*싸움박질/NNG
싹둑싹둑	*싹둑싹둑/MAG
쌔근쌔근	*쌔근쌔근/MAG
썩둑썩둑	*썩둑썩둑/MAG
쏘곤쏘곤	*쏘곤쏘곤/MAG
쑤군쑤군	*쑤군쑤군/MAG
쑤석쑤석	*쑤석쑤석/MAG
쑥덕공론	*쑥덕공론/NNG
쑹덩쑹덩	*쑹덩쑹덩/MAG
쓱싹쓱싹	*쓱싹쓱싹/MAG
씨근벌떡	*씨근벌떡/MAG
씨근씨근	*씨근씨근/MAG
씨끌씨끌	*씨끌씨끌/MAG
씨엉씨엉	*씨엉씨엉/MAG
씩둑씩둑	*씩둑씩둑/MAG
씰룩씰룩	*씰룩씰룩/MAG
아귀다툼	*아귀다툼/NNG
아근바근	*아근바근/MAG
아기자기	*아기자기/MAG
아득바득	*아득바득/MAG
아등바등	*아등바등/MAG
아롱다롱	*아롱다롱/MAG
아롱아롱	*아롱아롱/MAG
아른아른	*아른아른/MAG
아름아름	*아름아름/MAG
아리아리	*아리아리/NNP
아릿아릿	*아릿아릿/MAG
아물아물	*아물아물/MAG
아삭아삭	*아삭아삭/MAG
아스무레	*아스무레/MAG
아슬아슬	*아슬아슬/MAG
아슴아슴	*아슴아슴/MAG
아슴푸레	*아슴푸레/MAG
아연실색	*아연실색/NNG
아옹다옹	*아옹다옹/MAG
아웅다웅	*아웅다웅/MAG
아유구용	*아유구용/NNG
아이러니	*아이러니/NNG
아작아작	*아작아작/MAG
아장아장	*아장아장/MAG
아질아질	*아질아질/MAG
아찔아찔	*아찔아찔/MAG
악다구니	*악다구니/NNG
악전고투	*악전고투/NNG
안고수비	*안고수비/NNG
안달복달	*안달복달/MAG
안분지족	*안분지족/NNG
안빈낙도	*안빈낙도/NNG
안성맞춤	*안성맞춤/NNG
안절부절	*안절부절/MAG
알근달근	*알근달근/MAG
알뜰살뜰	*알뜰살뜰/MAG
알랑알랑	*알랑알랑/MAG
알록달록	*알록달록/MAG
알쏭달쏭	*알쏭달쏭/MAG
알음알음	*알음알음/NNG
알콩달콩	*알콩달콩/MAG
암중모색	*암중모색/NNG
앙글방글	*앙글방글/MAG
앙알앙알	*앙알앙알/MAG
앞지르기	*앞지르기/NNG
애걸복걸	*애걸복걸/NNG
애리애리	*애리애리/MAG
애매모호	*애매모호/NNG
애면글면	*애면글면/MAG
애벌갈이	*애벌갈이/NNG
애옥살이	*애옥살이/NNG
애지중지	*애지중지/MAG
야간도주	*야간도주/NNG
야간작업	*야간작업/NNG
야금야금	*야금야금/MAG
야들야들	*야들야들/MAG
야리야리	*야리야리/MAG
야반도주	*야반도주/NNG
약육강식	*약육강식/NNG
얄팍얄팍	*얄팍얄팍/MAG
양자택일	*양자택일/NNG
어글어글	*어글어글/MAG
어금버금	*어금버금/MAG
어깨걸이	*어깨걸이/NNG
어깨동무	*어깨동무/NNG
어둑어둑	*어둑어둑/MAG
어둠컴컴	*어둠컴컴/MAG
어룽어룽	*어룽어룽/MAG
어른어른	*어른어른/MAG
어름어름	*어름어름/MAG
어리가리	*어리가리/NNG
어리삥삥	*어리삥삥/NNG
어리어리	*어리어리/MAG
어리장사	*어리장사/NNG
어림짐작	*어림짐작/NNG
어릿어릿	*어릿어릿/MAG
어물어물	*어물어물/MAG
어성버성	*어성버성/MAG
어슬어슬	*어슬어슬/MAG
어슴푸레	*어슴푸레/MAG
어슷비슷	*어슷비슷/MAG
어슷어슷	*어슷어슷/MAG
어여머리	*어여머리/NNG
어영부영	*어영부영/MAG
어적어적	*어적어적/MAG
어정버정	*어정버정/MAG
어정어정	*어정어정/MAG
어질어질	*어질어질/MAG
어찌어찌	*어찌어찌/MAG
어찔어찔	*어찔어찔/MAG
어청어청	*어청어청/MAG
억강부약	*억강부약/NNG
억약부강	*억약부강/NNG
언듯언듯	*언듯언듯/MAG
언뜻언뜻	*언뜻언뜻/MAG
언죽번죽	*언죽번죽/MAG
언행일치	*언행일치/NNG
얼금얼금	*얼금얼금/MAG
얼기설기	*얼기설기/MAG
얼렁뚱땅	*얼렁뚱땅/MAG
얼룩덜룩	*얼룩덜룩/MAG
얼룩얼룩	*얼룩얼룩/MAG
얼른얼른	*얼른얼른/MAG
얼키설키	*얼키설키/MAG
엄벙덤벙	*엄벙덤벙/MAG
업데이트	*업데이트/NNG
엉거주춤	*엉거주춤/MAG
엉금엉금	*엉금엉금/MAG
엉정벙정	*엉정벙정/MAG
에스코트	*에스코트/NNG
여민동락	*여민동락/NNG
여타자별	*여타자별/NNG
역정풀이	*역정풀이/NNG
역지사지	*역지사지/NNG
연날리기	*연날리기/NNG
연락부절	*연락부절/NNG
연목구어	*연목구어/NNG
연전연승	*연전연승/NNG
연중무휴	*연중무휴/NNG
영구불변	*영구불변/NNG
영생불멸	*영생불멸/NNG
영세불망	*영세불망/NNG
영원무궁	*영원무궁/NNG
영원불변	*영원불변/NNG
오그르르	*오그르르/MAG
오글오글	*오글오글/MAG
오냐오냐	*오냐오냐/IC
오늘내일	*오늘내일/NNG
오돌오돌	*오돌오돌/MAG
오돌토돌	*오돌토돌/MAG
오동포동	*오동포동/MAG
오들오들	*오들오들/MAG
오뚝오뚝	*오뚝오뚝/MAG
오락가락	*오락가락/MAG
오롱조롱	*오롱조롱/MAG
오만무례	*오만무례/NNG
오만불손	*오만불손/NNG
오매불망	*오매불망/NNG
오목조목	*오목조목/MAG
오물오물	*오물오물/MAG
오밀조밀	*오밀조밀/MAG
오바이트	*오바이트/NNG
오불관언	*오불관언/NNG
오손도손	*오손도손/MAG
오순도순	*오순도순/MAG
오슬오슬	*오슬오슬/MAG
오싹오싹	*오싹오싹/MAG
오톨도톨	*오톨도톨/MAG
옥바라지	*옥바라지/NNG
옥신각신	*옥신각신/NNG
온고지신	*온고지신/NNG
올록볼록	*올록볼록/MAG
올망졸망	*올망졸망/MAG
옴죽옴죽	*옴죽옴죽/MAG
옴짝달싹	*옴짝달싹/MAG
옴팍옴팍	*옴팍옴팍/MAG
옴폭옴폭	*옴폭옴폭/MAG
옷매무시	*옷매무시/NNG
옹기옹기	*옹기옹기/MAG
옹기종기	*옹기종기/MAG
와그르르	*와그르르/MAG
와글와글	*와글와글/MAG
와들와들	*와들와들/MAG
와락와락	*와락와락/MAG
와삭와삭	*와삭와삭/MAG
와석종신	*와석종신/NNG
와신상담	*와신상담/NNG
와짝와짝	*와짝와짝/MAG
왁자지껄	*왁자지껄/MAG
왁작왁작	*왁작왁작/MAG
완전무결	*완전무결/NNG
왈가불가	*왈가불가/NNG
왈가왈부	*왈가왈부/NNG
외강내유	*외강내유/NNG
외빈내부	*외빈내부/NNG
외손봉사	*외손봉사/NNG
외유내강	*외유내강/NNG
외화벌이	*외화벌이/NNG
요령부득	*요령부득/NNG
요리조리	*요리조리/MAG
요지부동	*요지부동/NNG
욕지거리	*욕지거리/NNG
용감무쌍	*용감무쌍/NNG
용기백배	*용기백배/NNG
우걱우걱	*우걱우걱/MAG
우걱지걱	*우걱지걱/MAG
우격다짐	*우격다짐/NNG
우글우글	*우글우글/MAG
우글쭈글	*우글쭈글/MAG
우두망찰	*우두망찰/MAG
우뚝우뚝	*우뚝우뚝/MAG
우락부락	*우락부락/MAG
우렁우렁	*우렁우렁/MAG
우물우물	*우물우물/MAG
우물쭈물	*우물쭈물/MAG
우승열패	*우승열패/NNG
우유부단	*우유부단/NNG
우적우적	*우적우적/MAG
우죽우죽	*우죽우죽/MAG
우줄우줄	*우줄우줄/MAG
우직우직	*우직우직/MAG
우쩍우쩍	*우쩍우쩍/MAG
우쭐우쭐	*우쭐우쭐/MAG
우화등선	*우화등선/NNG
욱신욱신	*욱신욱신/MAG
욱일승천	*욱일승천/NNG
울걱울걱	*울걱울걱/MAG
울고불고	*울고불고/MAG
울근불근	*울근불근/MAG
울긋불긋	*울긋불긋/MAG
울꺽울꺽	*울꺽울꺽/MAG
울뚝불뚝	*울뚝불뚝/MAG
울렁울렁	*울렁울렁/MAG
울먹울먹	*울먹울먹/MAG
울며불며	*울며불며/MAG
울컥울컥	*울컥울컥/MAG
울툭불툭	*울툭불툭/MAG
울퉁불퉁	*울퉁불퉁/MAG
움쭉달싹	*움쭉달싹/MAG
움찔움찔	*움찔움찔/MAG
움푹움푹	*움푹움푹/MAG
웅기중기	*웅기중기/MAG
웅성웅성	*웅성웅성/MAG
웅얼웅얼	*웅얼웅얼/MAG
원상회복	*원상회복/NNG
위인설관	*위인설관/NNG
위풍당당	*위풍당당/NNG
위험천만	*위험천만/NNG
유들유들	*유들유들/MAG
유리개걸	*유리개걸/NNG
유리걸식	*유리걸식/NNG
유리표박	*유리표박/NNG
유만부동	*유만부동/NNG
유명무실	*유명무실/NNG
유야무야	*유야무야/NNG
유유상종	*유유상종/NNG
유유자적	*유유자적/NNG
유일무이	*유일무이/NNG
유처취처	*유처취처/NNG
유형무형	*유형무형/NNG
으리으리	*으리으리/MAG
으슬으슬	*으슬으슬/MAG
으쓱으쓱	*으쓱으쓱/MAG
으적으적	*으적으적/MAG
은인자중	*은인자중/NNG
음독자살	*음독자살/NNG
음풍영월	*음풍영월/NNG
응급조치	*응급조치/NNG
의기소침	*의기소침/NNG
의기양양	*의기양양/NNG
의기투합	*의기투합/NNG
의사소통	*의사소통/NNG
이글이글	*이글이글/MAG
이럭저럭	*이럭저럭/MAG
이리이리	*이리이리/MAG
이리저리	*이리저리/MAG
이삭줍기	*이삭줍기/NNG
이신작칙	*이신작칙/NNG
이실직고	*이실직고/NNG
이심전심	*이심전심/NNG
이열치열	*이열치열/NNG
이이제이	*이이제이/NNG
이자택일	*이자택일/NNG
이죽이죽	*이죽이죽/MAG
이해타산	*이해타산/NNG
인기투표	*인기투표/NNG
인사치레	*인사치레/NNG
인수인계	*인수인계/NNG
인신공격	*인신공격/NNG
인신매매	*인신매매/NNG
인터셉트	*인터셉트/NNG
일거삼득	*일거삼득/NNG
일거양득	*일거양득/NNG
일구월심	*일구월심/NNG
일도양단	*일도양단/NNG
일락서산	*일락서산/NNP
일렁일렁	*일렁일렁/MAG
일망무제	*일망무제/NNG
일망타진	*일망타진/NNG
일맥상통	*일맥상통/NNG
일모도궁	*일모도궁/NNG
일모도원	*일모도원/NNG
일문일답	*일문일답/NNG
일벌백계	*일벌백계/NNG
일부종사	*일부종사/NNG
일사불란	*일사불란/NNG
일시동인	*일시동인/NNG
일자무식	*일자무식/NNG
일진일퇴	*일진일퇴/NNG
일취월장	*일취월장/NNG
일치단결	*일치단결/NNG
일필휘지	*일필휘지/NNG
일확천금	*일확천금/NNG
일희일비	*일희일비/NNG
임기응변	*임기응변/NNG
임시변통	*임시변통/NNG
입도선매	*입도선매/NNG
입산수도	*입산수도/NNG
입신양명	*입신양명/NNG
입신출세	*입신출세/NNG
입찬소리	*입찬소리/NNG
입향순속	*입향순속/NNG
자그르르	*자그르르/MAG
자근자근	*자근자근/MAG
자글자글	*자글자글/MAG
자급자족	*자급자족/NNG
자끈자끈	*자끈자끈/MAG
자늑자늑	*자늑자늑/MAG
자력갱생	*자력갱생/NNG
자리걷이	*자리걷이/NNG
자리다툼	*자리다툼/NNG
자리매김	*자리매김/NNG
자리바꿈	*자리바꿈/NNG
자리보전	*자리보전/NNG
자리싸움	*자리싸움/NNG
자릿자릿	*자릿자릿/MAG
자문자답	*자문자답/NNG
자박자박	*자박자박/MAG
자분자분	*자분자분/MAG
자수성가	*자수성가/NNG
자승자박	*자승자박/NNG
자업자득	*자업자득/NNG
자원입대	*자원입대/NNG
자유방임	*자유방임/NNG
자유자재	*자유자재/NNG
자작자작	*자작자작/MAG
자주독립	*자주독립/NNG
자중자애	*자중자애/NNG
자포자기	*자포자기/NNG
자학자습	*자학자습/NNG
자화자찬	*자화자찬/NNG
작신작신	*작신작신/MAG
작취미성	*작취미성/NNG
잔심부름	*잔심부름/NNG
잔인무도	*잔인무도/NNG
잔학무도	*잔학무도/NNG
잘강잘강	*잘강잘강/MAG
잘근잘근	*잘근잘근/MAG
잘뚝잘뚝	*잘뚝잘뚝/MAG
잘박잘박	*잘박잘박/MAG
잠복근무	*잠복근무/NNG
장공속죄	*장공속죄/NNG
재깍재깍	*재깍재깍/MAG
재깔재깔	*재깔재깔/MAG
재물재물	*재물재물/MAG
재잘재잘	*재잘재잘/MAG
쟁강쟁강	*쟁강쟁강/MAG
저릿저릿	*저릿저릿/MAG
저벅저벅	*저벅저벅/MAG
저분저분	*저분저분/MAG
적적상승	*적적상승/NNG
전도유망	*전도유망/NNG
전력투구	*전력투구/NNG
전무후무	*전무후무/NNG
전심전력	*전심전력/NNG
전쟁놀이	*전쟁놀이/NNG
전전긍긍	*전전긍긍/NNG
전전반측	*전전반측/NNG
전지전능	*전지전능/NNG
전화위복	*전화위복/NNG
절대복종	*절대복종/NNG
절뚝절뚝	*절뚝절뚝/MAG
절렁절렁	*절렁절렁/MAG
절레절레	*절레절레/MAG
절룩절룩	*절룩절룩/MAG
절차탁마	*절차탁마/NNG
절치부심	*절치부심/NNG
절컥절컥	*절컥절컥/MAG
접붙이기	*접붙이기/NNG
정년퇴직	*정년퇴직/NNG
정면충돌	*정면충돌/NNG
제기차기	*제기차기/NNG
제비뽑기	*제비뽑기/NNG
조곤조곤	*조곤조곤/MAG
조랑조랑	*조랑조랑/MAG
조령모개	*조령모개/NNG
조롱조롱	*조롱조롱/MAG
조마조마	*조마조마/MAG
조물조물	*조물조물/MAG
조반석죽	*조반석죽/NNG
조실부모	*조실부모/NNG
조심조심	*조심조심/MAG
조용조용	*조용조용/MAG
조잘조잘	*조잘조잘/MAG
조조할인	*조조할인/NNG
조촘조촘	*조촘조촘/MAG
졸금졸금	*졸금졸금/MAG
졸깃졸깃	*졸깃졸깃/MAG
졸랑졸랑	*졸랑졸랑/MAG
졸래졸래	*졸래졸래/MAG
졸망졸망	*졸망졸망/MAG
종알종알	*종알종알/MAG
좌고우면	*좌고우면/NNG
좌불안석	*좌불안석/NNG
좌왕우왕	*좌왕우왕/NNG
좌지우지	*좌지우지/NNG
좌충우돌	*좌충우돌/NNG
좌측통행	*좌측통행/NNG
주경야독	*주경야독/NNG
주렁주렁	*주렁주렁/MAG
주룩주룩	*주룩주룩/MAG
주마간산	*주마간산/NNG
주먹다짐	*주먹다짐/NNG
주뼛주뼛	*주뼛주뼛/MAG
주섬주섬	*주섬주섬/MAG
주유천하	*주유천하/NNG
주작부언	*주작부언/NNG
주저주저	*주저주저/MAG
주전부리	*주전부리/NNG
주절주절	*주절주절/MAG
주춤주춤	*주춤주춤/MAG
줄다리기	*줄다리기/NNG
줄렁줄렁	*줄렁줄렁/MAG
줄레줄레	*줄레줄레/MAG
중간보고	*중간보고/NNG
중계방송	*중계방송/NNG
중과부적	*중과부적/NNG
중도반단	*중도반단/NNG
중동무이	*중동무이/NNG
중둥무이	*중둥무이/NNG
중언부언	*중언부언/NNG
중얼중얼	*중얼중얼/MAG
쥐락펴락	*쥐락펴락/MAG
쥐불놀이	*쥐불놀이/NNG
즐풍목우	*즐풍목우/NNG
지고지상	*지고지상/NNG
지고지순	*지고지순/NNG
지근지근	*지근지근/MAG
지글지글	*지글지글/MAG
지긋지긋	*지긋지긋/MAG
지끈지끈	*지끈지끈/MAG
지딱지딱	*지딱지딱/MAG
지레짐작	*지레짐작/NNG
지리멸렬	*지리멸렬/NNG
지분지분	*지분지분/MAG
지싯지싯	*지싯지싯/MAG
지적지적	*지적지적/MAG
지지부진	*지지부진/NNG
지지지지	*지지지지/MAG
지척지척	*지척지척/MAG
지칫지칫	*지칫지칫/MAG
지피지기	*지피지기/NNG
진두지휘	*진두지휘/NNG
진득진득	*진득진득/MAG
진선진미	*진선진미/NNG
진천동지	*진천동지/NNG
진충보국	*진충보국/NNG
질겅질겅	*질겅질겅/MAG
질근질근	*질근질근/MAG
질금질금	*질금질금/MAG
질깃질깃	*질깃질깃/MAG
질척질척	*질척질척/MAG
질퍽질퍽	*질퍽질퍽/MAG
집적집적	*집적집적/MAG
징글징글	*징글징글/MAG
징역살이	*징역살이/NNG
짚신감발	*짚신감발/NNG
짜릿짜릿	*짜릿짜릿/MAG
짤깍짤깍	*짤깍짤깍/MAG
짤랑짤랑	*짤랑짤랑/MAG
짤래짤래	*짤래짤래/MAG
짤막짤막	*짤막짤막/MAG
째깍째깍	*째깍째깍/MAG
쩌렁쩌렁	*쩌렁쩌렁/MAG
쩔꺽쩔꺽	*쩔꺽쩔꺽/MAG
쩔뚝쩔뚝	*쩔뚝쩔뚝/MAG
쩔렁쩔렁	*쩔렁쩔렁/MAG
쪼글쪼글	*쪼글쪼글/MAG
쫀득쫀득	*쫀득쫀득/MAG
쫄깃쫄깃	*쫄깃쫄깃/MAG
쫄랑쫄랑	*쫄랑쫄랑/MAG
쫄래쫄래	*쫄래쫄래/MAG
쫑긋쫑긋	*쫑긋쫑긋/MAG
쭈글쭈글	*쭈글쭈글/MAG
쭈빗쭈빗	*쭈빗쭈빗/MAG
쭈뼛쭈뼛	*쭈뼛쭈뼛/MAG
쭈삣쭈삣	*쭈삣쭈삣/MAG
쭐레쭐레	*쭐레쭐레/MAG
쭝얼쭝얼	*쭝얼쭝얼/MAG
찌걱찌걱	*찌걱찌걱/MAG
찌렁찌렁	*찌렁찌렁/MAG
찌륵찌륵	*찌륵찌륵/MAG
찌릿찌릿	*찌릿찌릿/MAG
찌직찌직	*찌직찌직/MAG
찐득찐득	*찐득찐득/MAG
찔금찔금	*찔금찔금/MAG
찔깃찔깃	*찔깃찔깃/MAG
찔끔찔끔	*찔끔찔끔/MAG
차곡차곡	*차곡차곡/MAG
차근차근	*차근차근/MAG
차랑차랑	*차랑차랑/MAG
차일피일	*차일피일/MAG
찰랑찰랑	*찰랑찰랑/MAG
찰박찰박	*찰박찰박/MAG
찰싹찰싹	*찰싹찰싹/MAG
찰칵찰칵	*찰칵찰칵/MAG
창황망조	*창황망조/NNG
창황실색	*창황실색/NNG
책상다리	*책상다리/NNG
