abcdefghijklmnopqrstuvwxyz	SL
시스엔터테인먼트	NNP
신시뮤지컬컴퍼니	NNP
신용정보주식회사	NNP
신주과학공업단지	NNP
신증동국여지승람	NNP
신천묘지주식회사	NNP
신촌세브란스병원	NNP
신한금융지주회사	NNP
심비지니스컨설팅	NNP
씨앗을뿌리는사람	NNP
씰리콜루미네이트	NNG
아나모르포스코프	NNG
아랍에미리트연합	NNP
아리랑웨딩하우스	NNP
아리스토텔레스식	NNG
아미타여래조상기	NNP
아세타졸아마이드	NNG
아스페르길루스종	NNG
아이스킬로스로스	NNP
아제아제바라아제	NNP
아체이슬람공화국	NNP
아카데미프랑세즈	NNP
아크로폴리스광장	NNP
아태안보협력기구	NNP
아프리카민족회의	NNP
안경화무용연구소	NNP
안국화재해상보험	NNP
안드라프라데시주	NNP
알렉산드로스제국	NNP
알리안츠제일생명	NNP
앙시끄로뻬디스뜨	NNG
앙씨끌로뻬디스트	NNG
야나기다히데아끼	NNP
양정고등보통학교	NNP
언더디벨로프먼트	NNG
언론윤리위원회법	NNG
엎치락뒤치락거리	VV
에라스토스테네스	NNP
에이싸이크로비어	NNG
여성노동자공동위	NNG
여의도순복음교회	NNP
역월지복삼일이제	NNG
연방준비위원회장	NNG
연변과학기술대학	NNP
연변조선족자치주	NNP
연수생자치위원회	NNG
열린상호신용금고	NNP
영광원자력발전소	NNP
영국왕립지리학회	NNP
영동세브란스병원	NNP
영동창업보육센터	NNP
영산호농업박물관	NNP
예영커뮤니케이션	NNP
오렌지윗수염박쥐	NNG
오리나무더부살이	NNG
오리엔탈라이즈드	NNG
오리온프리토레이	NNP
오스트레일리아사	NNP
오스트레일리아인	NNG
오주연문장전산고	NNP
오토앤테크놀로지	NNG
옥스퍼드영어사전	NNP
올림픽승마경기장	NNP
외국인투자유치법	NNG
외내단공연구학회	NNG
우르르우르르거리	VV
우리금융지주회사	NNP
원행을묘정리의궤	NNP
위트워터스탠드대	NNP
유고슬라비아연방	NNP
유나이티드컨설팅	NNP
유럽안보협력기구	NNP
유럽자유무역연합	NNP
유에스에이투데이	NNP
유엔과도행정기구	NNP
유엔무역개발기구	NNP
유엔식량농업기구	NNP
유엔신한국위원단	NNP
유엔안보리상임위	NNP
으르렁으르렁거리	VV
은제도금여래입상	NNP
이소프로파마이드	NNG
이스라엘지상주의	NNG
이슬람혁명평의회	NNP
이조궁중요리통고	NNP
인구개발국제회의	NNP
인도인전문가협회	NNG
인도차이나공산당	NNP
인디비주얼리스트	NNG
인터컨티넨탈호텔	NNP
인터컴소프트웨어	NNP
인투스테크놀러지	NNP
일러스트레이티드	NNG
일리노이주립대학	NNP
일본구원연락센터	NNP
일본국제교류기금	NNP
일본오페라진흥회	NNP
일본전신전화회사	NNP
일본전자공업협회	NNP
입당구법순례행기	NNP
재미국대한독립당	NNP
전국경제인연합회	NNP
전국국어교사모임	NNP
전국금융노동조합	NNP
전국노점상연합회	NNP
전국농민운동연합	NNP
전국농민회총연맹	NNP
전국불교운동연합	NNP
전국사료공업협회	NNP
전국사회보험노조	NNP
전국수퍼마켓협회	NNP
전국약대생협의회	NNP
전국언론노동조합	NNP
전국언론노조연맹	NNP
전국여성노동조합	NNP
전국역사교사모임	NNP
전국연구소협의회	NNP
전국연합진선협회	NNP
전국영어교사모음	NNP
전북학생종합회관	NNP
전주월드컵경기장	NNP
전태일기념사업회	NNP
정동문화예술회관	NNP
정동제일감리교회	NNP
정신일도하사불성	NNG
정풍한방제약회사	NNP
제공사리이유해의	NNG
제이브이시코리아	NNP
제일상호신용금고	NNP
제일투자신탁증권	NNP
제주월드컵경기장	NNP
조물락조물락거리	VV
조선과학인물열전	NNP
조선국립교향악단	NNP
조선기독교청년회	NNP
조선문학건설본부	NNP
조선민족전선연맹	NNP
조선신문학사조사	NNP
조선유적유물도감	NNP
조선조청화용문호	NNP
조선족민간고사선	NNP
조선종교인협의회	NNP
조선중앙텔레비전	NNP
조선청년전위동맹	NNP
조선총독부재판소	NNP
조선혁명간부학교	NNP
조성기와대공덕경	NNG
조이엔터테인먼트	NNP
조흥투자신탁운용	NNP
중구노점상연합회	NNP
중국현대문학전집	NNP
중부내륙고속도로	NNP
중앙교육개발공사	NNP
중앙기독교청년회	NNP
중앙승가대학승회	NNP
증평영농조합법인	NNP
지고이네르바이젠	NNP
지리산학생수련원	NNP
지방주택공급공사	NNP
지역의료보험조합	NNG
진도향토문화회관	NNP
찬슬리사이공호텔	NNP
창녕환경운동연합	NNP
청소년보라매회관	NNP
청주환경운동연합	NNP
체르다노프스까야	NNP
치고이네르바이젠	NNP
카리타스의료센터	NNP
카섹난수력발전소	NNP
카자흐스탄공화국	NNP
칼레이도치클루스	NNP
캄보디아구국전선	NNP
캘리포니아주립대	NNP
커뮤니케이션북스	NNP
컬럼비아레코드사	NNP
코리아리서치센터	NNP
코리아타코마조선	NNP
콸리플라이어그룹	NNP
크라스노다르스크	NNP
크라스노야르스크	NNP
크래프트나비스코	NNG
크레디스위스은행	NNP
크로아티아공화국	NNP
크리스찬아카데미	NNP
크리스챤아카데미	NNP
크바시니에프스키	NNP
크시아노프스키라	NNP
태원엔터테인먼트	NNP
태평양경제협의회	NNP
태평양기술연구소	NNP
털북숭이꼬리토끼	NNG
텔레커뮤니케이션	NNG
통신개발연구원장	NNG
통일주체국민회의	NNP
투기자본감시센터	NNP
트랜스바이칼리아	NNP
트레일블레이저스	NNP
트리스메기스투스	NNP
트리클로로에틸렌	NNG
특허심사절차지침	NNG
티베트불교미술관	NNP
파라디클로로벤젠	NNG
파리고등사범학교	NNP
파주트레이닝센터	NNP
파주환경운동연합	NNP
판리삼구통상대신	NNG
페르슈티겐하이트	NNP
펜실베이니아대학	NNP
평양시인민위원회	NNP
평양연극영화대학	NNP
평양의과대학병원	NNP
평창청소년수련원	NNP
평화방송노동조합	NNP
포스트마르크시즘	NNG
포스트모더니스트	NNG
포스트모던주의자	NNG
폴리미디어씨어터	NNP
폴크스바겐자동차	NNP
푸르덴셜생명보험	NNP
푸에르토윌리엄스	NNP
프라코인터내셔날	NNP
프로제스터론제제	NNG
피로포스프레이트	NNP
피어발트슈테터호	NNP
하명중영화제작소	NNP
하와이혁명동지회	NNP
하이델베르크대학	NNP
한국가족학연구회	NNP
한국가톨릭농민회	NNP
한국건강관리협회	NNP
한국게임벤처협회	NNP
한국경영자총협회	NNP
한국경제연구원장	NNG
한국과학문화재단	NNP
한국교육개발원장	NNG
한국교회사연구소	NNP
한국구비문학대계	NNP
한국국제교류재단	NNP
한국국제정치학회	NNP
한국근현대사학회	NNP
한국글쓰기연구회	NNP
한국기독교박물관	NNP
한국기독교원로회	NNP
한국기술거래협회	NNP
한국기아도움기구	NNP
한국담배인삼공사	NNP
한국대학생선교회	NNP
한국독립영화협회	NNP
한국동물구조협회	NNP
한국디자인진흥원	NNP
한국레크리에이션	NNP
한국무역정보통신	NNP
한국문학연구입문	NNP
한국문화상징사전	NNP
한국민족운동사론	NNP
한국방송광고공사	NNP
한국벤처기업협회	NNP
한국복지연구소장	NNG
한국산업안전공단	NNP
한국산업연수원장	NNG
한국성폭력상담소	NNP
한국소비자보호원	NNP
한국수출보험공사	NNP
한국시사정보센터	NNP
한국신경과학학회	NNP
한국어린이보호회	NNP
한국여성단체연합	NNP
한국여성문학인회	NNP
한국여성벤처협회	NNP
한국여성상담센터	NNP
한국여성작곡가회	NNP
한국여성정치연맹	NNP
한국역사민속학회	NNP
한국연극배우협회	NNP
한국영장류연구소	NNP
한국예술종합학교	NNP
한국올림픽위원회	NNP
한국와이엠시에이	NNP
한국외국어대학교	NNP
한국원자력연구소	NNP
한국월드컵조직위	NNP
한국유흥업중앙회	NNP
한국의학교육학회	NNP
한국인터넷진흥원	NNP
한국자산관리공사	NNP
한국자생란보존회	NNP
한국자수문화협회	NNP
한국장기신용은행	NNP
한국전기안전공사	NNP
한국전기통신공사	NNP
한국전통문화학교	NNP
한국전통예술학회	NNP
한국정신치료학회	NNP
한국조류보호협회	NNP
한국종교인협의회	NNP
한국종합금융회장	NNG
한국종합기술금융	NNP
한국지방신문협회	NNP
한국지역난방공사	NNP
한국직업훈련공단	NNP
한국추리작가협회	NNP
한국출판협동조합	NNP
한국카톨릭농민회	NNP
한국토요타자동차	NNP
한국통신기술공사	NNP
한국통신산업개발	NNP
한국투자신탁증권	NNP
한국특수교육협회	NNP
한국편집인협회장	NNG
한국포장건설회사	NNP
한국포크싱어협회	NNP
한국풍수지리학회	NNP
한국프로볼링협회	NNP
한국프로축구연맹	NNP
한국학술진흥재단	NNP
한국학원총연합회	NNP
한국학중앙연구원	NNP
한국항공우주산업	NNP
한국현대소설비판	NNP
한국현대시인연구	NNP
한국환경벤처협회	NNP
한려해상국립공원	NNP
한신상호신용금고	NNP
한양대교수협의회	NNP
한일주택할부금융	NNP
한전프라자갤러리	NNP
한중문화교류협회	NNP
한화전자정보통신	NNP
해피머니아이엔씨	NNP
향토예비군설치법	NNG
허브베어링유니트	NNG
헤르마프로디토스	NNP
헤이아니타코리아	NNP
현대대표시인선집	NNP
현대리서치연구소	NNP
현대미술운동총서	NNP
현대자동차써비스	NNP
현대한국시인협회	NNP
현대해상화재보험	NNP
호남성혁명위원회	NNP
홀딩퍼드공립학교	NNP
홍익문화운동연합	NNP
황성기독교청년회	NNP
후지와라오페라단	NNP
흑룡강인민출판사	NNP
흑립무대수정정자	NNG
흰넓적다리붉은쥐	NNG
히가시마쓰야마시	NNP
히로시마페스티벌	NNP
samsung	NNP
가나아트갤러리	NNP
가락시영아파트	NNP
가미사리마시다	NNG
간디청소년학교	NNP
감리교신학대학	NNP
갑엔터테인먼트	NNP
갑오동학혁명사	NNP
개국원종거록권	NNP
개선무역총회사	NNP
갤러리아백화점	NNP
건강체조보급회	NNG
건국대부속병원	NNP
검은머리물떼새	NNG
검은머리방울새	NNG
경기도립국악단	NNP
경기도립박물관	NNP
경기도소년연맹	NNP
경기백사정반안	NNG
경기중고등학교	NNP
경기지방경찰청	NNP
경기청년연합회	NNP
경남사회연구소	NNP
경북교육위원회	NNP
경북도립국악단	NNP
경성기독청년회	NNP
경성서화미술원	NNP
경우노조위원장	NNG
경인운하공대위	NNP
경주국립박물관	NNP
경주실내체육관	NNP
계룡산국립공원	NNP
계명대학출판부	NNP
고교평준화제도	NNG
고렌비오프스키	NNP
고려대구로병원	NNP
고려독립청년당	NNP
공공주택관리령	NNG
공동대책협의회	NNG
공문교육연구원	NNP
공정경쟁협의회	NNG
과천민속보존회	NNP
과천방아다리패	NNP
과천서울대공원	NNP
과천여자청년단	NNP
과천지구출장소	NNP
과천현신수읍지	NNP
관악컨트리클럽	NNP
광개토대왕릉비	NNP
광개토대왕비문	NNP
광주과학기술원	NNP
광주동부경찰서	NNP
광주무등경기장	NNP
광주민주동우회	NNP
광주민주화운동	NNP
광주상공회의소	NNP
광주시립미술관	NNP
구로시영아파트	NNP
구세군사관학교	NNP
구악춘회일세화	NNG
국가형상지도국	NNP
국립공주박물관	NNP
국립과학연구소	NNP
국립국어연구원	NNP
국립민속박물관	NNP
국립민족박물관	NNP
국립부여박물관	NNP
국립수산진흥원	NNG
국립식물검역소	NNP
국립오페라극장	NNP
국립중앙도서관	NNP
국립중앙박물관	NNP
국립청주박물관	NNP
국립해양대기청	NNP
국립현대미술관	NNP
국립환경연구원	NNP
국물있사옵니다	NNP
국민초이스주식	NNP
국방과학연구소	NNP
국제건축가연맹	NNP
국제경영개발원	NNP
국제경영대학원	NNP
국제경제연구소	NNP
국제경제연구원	NNP
국제경찰기동대	NNP
국제경찰장협회	NNP
국제교육진흥원	NNP
국제비교문학회	NNP
국제비평가협회	NNP
국제사법재판소	NNP
국제상공회의소	NNP
국제언론인기구	NNP
국제언론인협회	NNP
국제에너지기구	NNP
국제옥수수재단	NNP
국제원자력기구	NNP
국제이해교육원	NNP
국제적십자연맹	NNP
국제전기화학회	NNP
국제제자훈련원	NNP
국제중국철학회	NNP
국제컨벤션센터	NNP
국제투명성기구	NNP
국제투명성본부	NNP
국제평화유지군	NNP
국제평화협력법	NNG
국제형사재판소	NNP
국토이용관리법	NNG
군사기밀보호법	NNG
군사희생동지회	NNP
군산상공회의소	NNP
군산수산전문대	NNP
군포철쭉대축제	NNP
굿모닝신한증권	NNP
귀체후일향만강	NNG
그랜드파이널스	NNG
그랜드힐튼호텔	NNP
그레이스백화점	NNP
그레이터밀워키	NNP
그레이프프루츠	NNG
그루지아공화국	NNP
그린골프프라자	NNP
근대민족운동관	NNG
금성중앙연구소	NNP
금호미쓰이화학	NNP
금호인력개발원	NNP
금호타이어공업	NNP
기독교연합회관	NNP
기독교청년회관	NNP
기아경제연구소	NNP
기체후일향만강	NNG
길음사회복지관	NNP
김수근문화재단	NNP
김일성종합대학	NNP
김종학프로덕션	NNP
껀토시립박물관	NNP
꼬리치레도롱뇽	NNG
꼬스모뽈리찌즘	NNG
꼰스딴띠노프까	NNP
꾸또조프스까야	NNP
꾸찌전쟁박물관	NNP
끄라스노야로프	NNP
나모인터랙티브	NNP
나무관세음보살	NNG
나우리조트호텔	NNP
나자르바이예브	NNP
나카야마도시오	NNP
난파음악콩쿠르	NNG
남녀칠세부동석	NNG
남녀평등주의자	NNG
남북경협추진위	NNP
남산고급중학교	NNP
남아입지출향관	NNG
남아프리카연방	NNP
남한조선노동당	NNP
낱말바꾸기놀이	NNG
내장산국립공원	NNP
내집마련정보사	NNP
네부카드네자르	NNP
